"codigo";"Marca";"descripcion";"cantidad";"precio"
"189";"(Ref: 295104)";"Torre";"Letras de Goma Eva";"1 Un";"$1.290"
"190";"(Ref: 429535)";"Torre";"Papel Lustre 20 Pliegos - 15 Colores";"1 Un";"$1.290"
"191";"(Ref: 270095)";"Bic";"Bolígrafo punta fina Rojo + Azul + Negro";"1 Un";"$1.290"
"192";"(Ref: 292567)";"Colón";"Block Carta Matemática 80 Hojas";"1 Un";"$1.290"
"193";"(Ref: 471114)";"Torre";"Sticker de Goma Eva (Variedades) Animales";"1 Un";"$1.290"
"194";"(Ref: 429534)";"Torre";"Estuche de Goma Eva Imagia";"1 Un";"$1.290"
"195";"(Ref: 471112)";"Torre";"Sticker de Goma Eva (Variedades) Transporte y Deporte";"1 Un";"$1.290"
"196";"(Ref: 470689)";"Torre";"Chinches Scotland Metálicos 36 Un";"1 Un";"$1.290"
"197";"(Ref: 523160)";"Faber-Castell";"Cartulina Española 10 Pliegos 24,8 x 34,6 cm (Colores)";"1 Un";"$1.290"
"198";"(Ref: 434666)";"Greencastle";"Estuche 12 Lapices de Colores";"1 Un";"$1.390"
"199";"(Ref: 563107)";"Pentel";"Bolígrafo 0,7 mm Color Negro";"1 Un";"$1.390"
"200";"(Ref: 280226)";"Proarte";"Estuche Cartulina Pintada";"1 Un";"$1.390"
"201";"(Ref: 479496)";"Bic";"Lápiz de grafito n°2 (6 Un)";"1 Un";"$1.390"
"202";"(Ref: 285430)";"Marzú";"Arcilla Profesional Blanca Bolsa 1 Kg";"1 Un";"$1.390"
"203";"(Ref: 173784)";"Torre";"Estuche de Papel Entretenido Imagia";"1 Un";"$1.390"
"204";"(Ref: 261817)";"Proarte";"Set Lápices de Colores + Lápiz Grafito";"1 Un";"$1.390"
"205";"(Ref: 470696)";"Torre";"Dloble Clips 19mm Colores (10 Un)";"1 Un";"$1.390"
"206";"(Ref: 257859)";"Artel";"Caja Lápices 12 Colores";"1 Un";"$1.390"
"207";"(Ref: 251021)";"Pritt";"Pegafix Escolar Lavable 225 g";"1 Un";"$1.390"
"208";"(Ref: 258114)";"Proarte";"Estuche Papel Lustre 20 Pliegos";"1 Un";"$1.390"
"209";"(Ref: 478992)";"Pritt";"Adhesivo Multi Fix 125 g";"1 Un";"$1.390"
"210";"(Ref: 264632)";"Proarte";"Plumón Punta Delgada 12 Colores";"1 Un";"$1.390"
"211";"(Ref: 263529)";"Proarte";"Lápiz Grafito Hexagonal";"1 Un";"$1.390"
"212";"(Ref: 477652)";"Torre";"Cuaderno Clásico Lotus 7 mm 100 Hojas Caja";"1 Un";"$1.490"
"213";"(Ref: 421838)";"Torre";"Cuaderno Clásico de Matemáticas Phoo 100 Hojas Caja";"1 Un";"$1.490"
"214";"(Ref: 258133)";"Proarte";"Cuaderno Universitario Croquis Liso100 Hojas";"1 Un";"$1.490"
"215";"(Ref: 237921)";"Faber-Castell";"Lápiz Grafito 1B (3 Un)";"1 Un";"$1.490"
"216";"(Ref: 279179)";"3M";"Post-It Amarillo";"1 Un";"$1.490"
"217";"(Ref: 287650)";"Marzú";"Set 5 Carpetas Pigme";"1 Un";"$1.490"
"218";"(Ref: 257372)";"Artel";"Carpeta Cartulina Española 10 Pliegos 10 Colores";"1 Un";"$1.490"
"219";"(Ref: 399374)";"Paper Mate";"Set Bolígrafos Inkjoy 4 Colores";"1 Un";"$1.490"
"220";"(Ref: 521515)";"Rhein";"Cuaderno Universitario Minnie C7 mm 100 Hojas";"1 Un";"$1.490"
"221";"(Ref: 608427)";"Torre";"Cuaderno Universitario Emoji 7mm 100 Hojas (Variedades)";"1 Un";"$1.490"
