"codigo";"Marca";"descripcion";"cantidad";"precio"
"254";"(Ref: 270771)";"Simond's";"Shampoo de Bebé Botella Botella";"610 ml";"$2.890"
"255";"(Ref: 270884)";"Simond's";"Shampoo Aroma Manzanilla Camomilla Botella";"610 cc";"$2.890"
"256";"(Ref: 271077)";"Simond's";"Shampoo Manzanilla Camomilla Botella 400 CC";"400 cc";"$1.690"
"257";"(Ref: 563364)";"Johnson's Baby";"Cotonitos Pote";"150 Un";"$1.290"
"258";"(Ref: 269556)";"Simond's";"Jabón Líquido Frasco";"1 L";"$1.990"
"259";"(Ref: 407658)";"Babylee";"Jabón Líquido Neutro Hipoalergénico Doypack";"900 ml";"$1.190"
"260";"(Ref: 262776)";"Simond's";"Bálsamo Acondicionador Camomilla (Manzanilla)";"400 cc";"$1.990"
"261";"(Ref: 692208)";"Johnson's Baby";"Spray Desenredante Gotas de Brillo";"200 ml";"$2.390"
"262";"(Ref: 514815)";"Babyland";"Jabón Glicerina Frasco";"750 ml";"$1.290"
"263";"(Ref: 514816)";"Simond's";"Jabón Baby Glicerina Celeste";"750 ml";"$1.790"
"264";"(Ref: 689972)";"Johnson's Baby";"Acondicionador Hidratación Instensa";"400 ml";"$2.190"
"265";"(Ref: 560706)";"Emugloss";"Pomada para cocedura Repara y humecta";"100 g";"$2.690"
"266";"(Ref: 630752)";"Simond's";"Jabon Y Shampoo Recien Nacido Medical";"1 Un";"$2.190"
"267";"(Ref: 269543)";"Babyland";"Balsamo Acondicionador Manzanilla Cabellos Claros";"410 cc";"$1.490"
"268";"(Ref: 262840)";"Simond's";"Pink Lotion Frasco";"260 ml";"$1.990"
"269";"(Ref: 598128)";"Hipoglós";"Pomada";"20 g";"$2.190"
"270";"(Ref: 316384)";"Ballerina";"Jabón Líquido Extra Suave Baby Line Doy Pack";"1000 ml";"$1.290"
"271";"(Ref: 543245)";"Simond's";"Jabón glicerina Baby care Simond´s Frasco";"340 ml";"$1.290"
