"codigo";"Marca";"descripcion";"precio"
"1455";"(Ref: 283049)";"Pollo Ganso";"Al Vacío";"$10.782"
"1456";"(Ref: 654273)";"Friboi";"Carne Molida 10% de Grasa Congelada";"$2.490"
"1457";"(Ref: 282521)";"Posta Negra";"Al Vacío";"$10.782"
"1458";"(Ref: 654270)";"Friboi";"Tártaro 4% de Grasa Congelada";"$3.290"
"1459";"(Ref: 283110)";"Posta Paleta";"Al Vacío";"$8.483"
"1460";"(Ref: 259853)";"Asiento";"Al Vacío";"$10.183"
"1461";"(Ref: 398110)";"Posta Rosada";"Al Vacío Nacional, Arg. o Uru.";"$14.975"
"1462";"(Ref: 522408)";"El Buen Corte";"Bistec Bandeja Asiento";"$3.396"
"1463";"(Ref: 522428)";"El Buen Corte";"Escalopa Bandeja Posta Negra";"$2.996"
"1464";"(Ref: 522432)";"El Buen Corte";"Bistec Bandeja Posta Rosada";"$3.036"
"1465";"(Ref: 522424)";"Posta Negra";"Bistec Bandeja El Buen Corte";"$3.036"
"1466";"(Ref: 662628)";"El Buen Corte";"Asado Americano Sobrecostilla/Huachalomo";"$5.592"
"1467";"(Ref: 518705)";"El Buen Corte";"Tartaro 4% Grasa";"$2.290"
"1468";"(Ref: 398818)";"Sobrecostilla";"Al Vacio";"$8.483"
"1469";"(Ref: 450113)";"Punta Ganso";"Al Vacío Americano";"$17.980"
"1470";"(Ref: 282762)";"Huachalomo";"Al Vacio";"$8.483"
"1471";"(Ref: 547976)";"Entraña";"Al Vacío Americano";"$13.490"
"1472";"(Ref: 282301)";"Abastero";"Al Vacío";"$7.984"
"1473";"(Ref: 283291)";"Tapapecho";"Al Vacío";"$6.783"
"1474";"(Ref: 283183)";"Punta Paleta";"Al Vacío";"$9.522"
"1475";"(Ref: 621337)";"El Buen Corte";"Carne Molida 10% Grasa";"$1.690"
"1476";"(Ref: 283647)";"Punta Picana";"Al Vacío Brasil o Paraguay";"$10.384"
"1477";"(Ref: 522426)";"El Buen Corte";"Churrasco Bandeja Posta Negra";"$2.996"
"1478";"(Ref: 518711)";"El Buen Corte";"Carne Molida Especial 7% Grasa";"$1.990"
"1479";"(Ref: 522436)";"El Buen Corte";"Escalopa Bandeja Posta Rosada";"$3.196"
"1480";"(Ref: 535527)";"El Buen Corte";"Carbonada Bandeja Posta Negra";"$2.916"
"1481";"(Ref: 648568)";"El Buen Corte";"Carne Molida Americana";"$3.690"
"1482";"(Ref: 631138)";"El Buen Corte";"Carme molida cerdo y vacuno";"$3.190"
"1483";"(Ref: 522430)";"El Buen Corte";"Bistec Bandeja Posta Paleta";"$2.916"
"1484";"(Ref: 283341)";"Nacional";"Plateada Full Grasa Al Vacío";"$13.087"
"1485";"(Ref: 384709)";"Karmac";"Osobuco Vacuno Bolsa";"$4.190"
"1486";"(Ref: 522434)";"El Buen Corte";"Churrasco Bandeja Posta Rosada";"$3.036"
"1487";"(Ref: 550335)";"El Buen Corte";"Albóndigas Receta Casera Bandeja";"$2.290"
"1488";"(Ref: 282224)";"Asado Carnicero";"Al Vacio";"$8.483"
"1489";"(Ref: 654278)";"Friboi";"Churrasco Posta Rosada Congelada";"$3.490"
"1490";"(Ref: 480810)";"Lomo Vetado";"Al Vacío Torobayo Nacional";"$14.985"
"1491";"(Ref: 550336)";"El Buen Corte";"Hamburguesa Receta Casera Bandeja";"$1.990"
"1492";"(Ref: 480807)";"Filete";"Al Vacío Torobayo Nacional";"$21.980"
"1493";"(Ref: 409537)";"ACuenta";"Bistec de Vacuno Bolsa (producto congelado)";"$3.990"
"1494";"(Ref: 450125)";"Punta Picana";"Al Vacio EE.UU";"$9.588"
"1495";"(Ref: 261188)";"Acuenta";"Molida Procesada Embutido";"$720"
"1496";"(Ref: 269444)";"Chilenaza";"Cazuela de Vacuno Bolsa";"$1.790"
"1497";"(Ref: 375601)";"ACuenta";"Cazuela de Vacuno Bolsa";"$2.190"
"1498";"(Ref: 581300)";"Abastero";"Al Vacío Americano";"$14.679"
"1499";"(Ref: 466603)";"Lomo Vetado";"Black Beef";"$16.485"
"1500";"(Ref: 522410)";"El Buen Corte";"Carbonada Bandeja Ganso";"$2.596"
"1501";"(Ref: 282746)";"Ganso";"Al Vacío";"$6.783"
"1502";"(Ref: 480809)";"Lomo Liso";"Al Vacío Torobayo Nacional";"$13.583"
"1503";"(Ref: 541062)";"El Buen Corte";"Posta Negra";"$6.990"
"1504";"(Ref: 585830)";"El Buen Corte";"Vacuno Lomo Liso";"$3.396"
"1505";"(Ref: 622333)";"El Buen Corte";"Mini Hamburguesa Fresca 400GR";"$1.690"
"1506";"(Ref: 484916)";"Plateada";"V Plateada Torobayo";"$9.980"
"1507";"(Ref: 665037)";"El Buen Corte";"V Sobrecostilla bistec americano";"$3.276"
"1508";"(Ref: 522062)";"El Buen Corte";"Vacuno Lomo Vetado Bife";"$3.996"
"1509";"(Ref: 466605)";"Punta Paleta";"Black Beef";"$10.485"
"1510";"(Ref: 525016)";"ProCarne";"Carpaccio Caja";"$3.890"
"1511";"(Ref: 466614)";"Punta Ganso";"Black Beef";"$17.980"
"1512";"(Ref: 693046)";"El Buen Corte";"Molida Mix";"$1.000"
"1513";"(Ref: 687909)";"Friboi";"Carpaccio De Vacuno";"$3.490"
"1514";"(Ref: 585823)";"El Buen Corte";"V Ganso";"$5.790"
"1515";"(Ref: 585795)";"El Buen Corte";"V Posta Paleta";"$5.990"
"1516";"(Ref: 585788)";"El Buen Corte";"V Posta Rosada";"$6.990"
"1517";"(Ref: 585837)";"El Buen Corte";"V Pollo Ganso";"$6.990"
"1518";"(Ref: 466608)";"Black Beef";"Tapabarriga";"$7.485"
"1519";"(Ref: 585774)";"El Buen Corte";"V Asiento";"$7.990"
"1520";"(Ref: 541502)";"Tapabarriga";"Al Vacío";"$8.235"
"1521";"(Ref: 693953)";"Corral Osorno";"V Asado De Tira";"$8.990"
"1522";"(Ref: 693960)";"Corral Osorno";"V Tapabarriga";"$10.485"
"1523";"(Ref: 693961)";"Corral Osorno";"Arrachera V Tapabarriga";"$10.485"
"1524";"(Ref: 480818)";"Tapabarriga";"Al Vacío Torobayo Nacional";"$11.477"
"1525";"(Ref: 464561)";"Nacional";"V Entraña";"$11.990"
"1526";"(Ref: 693954)";"Corral Osorno";"V Filete";"$11.990"
"1527";"(Ref: 693959)";"Corral Osorno";"V Punta De Picana";"$12.784"
"1528";"(Ref: 466607)";"Palanca";"Black Beef";"$13.485"
"1529";"(Ref: 693957)";"Corral Osorno";"V Palanca";"$13.485"
"1530";"(Ref: 480816)";"Punta Picana";"Al Vacío Torobayo Nacional";"$13.980"
"1531";"(Ref: 480814)";"Punta Ganso";"Al Vacío Torobayo Nacional";"$15.980"
"1532";"(Ref: 693955)";"Corral Osorno";"V Lomo Liso";"$16.182"
"1533";"(Ref: 693956)";"Corral Osorno";"V Lomo Vetado";"$16.485"
"1534";"(Ref: 480804)";"Torobayo";"V Asado De Tira";"$16.983"
"1535";"(Ref: 693952)";"Corral Osorno";"V Entraña";"$17.988"
"1536";"(Ref: 479624)";"Piña";"Piña Calibre 6 Unidad";"$1.690"
"1537";"(Ref: 282270)";"Palta";"Palta Hass Malla";"$2.490"
"1538";"(Ref: 480535)";"Limones";"Limones Granel";"$990"
"1539";"(Ref: 614252)";"Plátano";"Plátano Granel";"$850"
"1540";"(Ref: 282686)";"Palta";"Palta Hass Granel";"$3.890"
"1541";"(Ref: 283608)";"Naranjas";"Naranjas Malla";"$2.790"
"1542";"(Ref: 284067)";"Limones";"Limones Malla";"$890"
"1543";"(Ref: 283509)";"Frutillas";"Frutillas Pote";"$2.890"
"1544";"(Ref: 594801)";"Manzanas";"Manzana Verde Granel";"$1.590"
"1545";"(Ref: 282511)";"Peras";"Peras Packams Granel";"$1.290"
"1546";"(Ref: 479590)";"Mango";"Mango Granel";"$1.950"
"1547";"(Ref: 284691)";"Arándanos";"Arándanos Pote";"$1.990"
"1548";"(Ref: 284094)";"Pomelo";"Pomelo Rosado Malla";"$2.790"
"1549";"(Ref: 284724)";"Naranjas";"Naranjas Granel";"$790"
"1550";"(Ref: 280675)";"Limones";"Limones Sutil Malla";"$2.750"
"1551";"(Ref: 603666)";"Naranjas";"Naranjas Sofruco Malla";"$1.950"
"1552";"(Ref: 538411)";"Tunas";"Tunas";"$1.890"
"1553";"(Ref: 284647)";"Plátano";"Plátano Barraganete Granel";"$1.090"
"1554";"(Ref: 352450)";"Frutillas";"Frutillas Pote";"$2.290"
"1555";"(Ref: 282761)";"Pomelo";"Pomelo Rosado";"$1.190"
"1556";"(Ref: 517660)";"Naranjas";"Naranjas Bolsa";"$1.490"
"1557";"(Ref: 613981)";"Disney";"Manzana Fuji";"$590"
"1558";"(Ref: 613987)";"Disney";"Manzana Verde";"$850"
"1559";"(Ref: 403116)";"Clementinas";"Clementinas Malla";"$990"
"1560";"(Ref: 613996)";"Disney";"Frutillas Pote Disney";"$1.190"
"1561";"(Ref: 281849)";"Peras ";"Peras Forelle Granel";"$1.290"
"1562";"(Ref: 614003)";"Arándanos";"Arándanos Pote";"$1.390"
"1563";"(Ref: 660279)";"Sofruco";"Mandarina Sofruco";"$1.490"
"1564";"(Ref: 594803)";"Manzanas";"Manzana Roja Granel";"$1.590"
"1565";"(Ref: 637175)";"Lider";"Damasco Turco";"$1.590"
"1566";"(Ref: 614007)";"Frambuesas";"Frambuesas Disney";"$1.590"
"1567";"(Ref: 503027)";"Manzana ";"Manzana Fuji Granel";"$1.590"
"1568";"(Ref: 283175)";"Frambuesas";"Frambuesas Pote 125 g";"$1.690"
"1569";"(Ref: 626429)";"Limones";"Limón Gourmet Pote";"$1.690"
"1570";"(Ref: 513559)";"Manzanas";"Manzana Jazz Granel";"$1.690"
"1571";"(Ref: 594807)";"Manzana";"Manzana Pink Lady";"$1.690"
"1572";"(Ref: 513560)";"Manzanas";"Manzana Envy Granel";"$1.690"
"1573";"(Ref: 282691)";"Manzanas";"Manzana Roja Malla";"$1.990"
"1574";"(Ref: 594805)";"Manzanas";"Manzana Royal Gala";"$1.990"
"1575";"(Ref: 281483)";"Manzanas";"Manzana Fuji Bolsa";"$1.990"
"1576";"(Ref: 280768)";"Papas";"Papas Malla";"$1.990"
"1577";"(Ref: 394727)";"Tomates";"Tomates Quillota Granel";"$1.290"
"1578";"(Ref: 283593)";"Champiñones";"Champiñones Blanco Bandeja";"$1.050"
"1579";"(Ref: 452108)";"Zanahoria";"Zanahoria Bolsa";"$750"
"1580";"(Ref: 280746)";"Zapallo";"Zapallo Italiano Unidad";"$550"
"1581";"(Ref: 280873)";"Papas";"Papas Malla";"$5.390"
"1582";"(Ref: 283501)";"Cebolla";"Cebolla Malla";"$950"
"1583";"(Ref: 592425)";"Lechuga";"Lechuga Escarola Unidad";"$750"
"1584";"(Ref: 391786)";"Zapallo";"Zapallo Camote Bolsa";"$1.090"
"1585";"(Ref: 283498)";"Pepino";"Pepino Ensalada Unidad";"$550"
"1586";"(Ref: 280681)";"Espinaca";"Bolsa Hojas de Espinaca";"$790"
"1587";"(Ref: 447257)";"Pimiento";"Pimiento Rojo Unidad";"$850"
"1588";"(Ref: 367409)";"Brócoli";"Brócoli Film Unidad";"$950"
"1589";"(Ref: 281634)";"Ajo";"Ajo Malla";"$1.090"
"1590";"(Ref: 342309)";"Papas";"Papas Granel";"$1.190"
"1591";"(Ref: 281893)";"Tomates";"Tomates Quillota Malla";"$1.250"
"1592";"(Ref: 520735)";"Lechuga";"Lechuga Hoja de Roble Verde Hidroponica Unidad";"$1.090"
"1593";"(Ref: 617111)";"Tomates";"Tomates Cocktail Pote Caja";"$1.090"
"1594";"(Ref: 283170)";"Pimiento";"Pimiento Verde Unidad";"$550"
"1595";"(Ref: 283096)";"Apio";"Apio Bolsa";"$890"
"1596";"(Ref: 283906)";"Cebolla";"Cebolla Morada Malla";"$1.450"
"1597";"(Ref: 280731)";"Papas";"Papas Soufflé Malla";"$1.890"
"1598";"(Ref: 326332)";"Lechuga";"Lechuga Costina Unidad";"$850"
"1599";"(Ref: 280871)";"Cilantro";"Cilantro Bolsa";"$520"
"1600";"(Ref: 282364)";"Acelga";"Acelga Bolsa";"$750"
"1601";"(Ref: 548137)";"Lechuga";"Lechuga Escarola Bandeja";"$1.390"
"1602";"(Ref: 282970)";"Cebollín";"Cebollín Bolsa";"$650"
"1603";"(Ref: 516022)";"Tomates";"Tomates Racimo Granel";"$1.590"
"1604";"(Ref: 281321)";"Lechuga";"Lechuga Milanesa Unidad";"$750"
"1605";"(Ref: 480769)";"Tomates";"Tomates Pera Granel";"$1.390"
"1606";"(Ref: 276777)";"Zapallo";"Zapallo Butternut Unidad";"$1.590"
"1607";"(Ref: 281664)";"Ensalada";"Apio Bastones Bolsa";"$1.690"
"1608";"(Ref: 281121)";"Rúcula";"Rúcula Bolsa";"$1.090"
"1609";"(Ref: 453679)";"Lechuga";"Lechuga Bionda Hidropónica";"$950"
"1610";"(Ref: 283945)";"Betarragas";"Betarragas Bolsa";"$990"
"1611";"(Ref: 284748)";"Choclo";"Choclo Dulce Bandeja";"$2.990"
"1612";"(Ref: 283845)";"Ensalada";"Ensalada Zanahoria Baby Bolsa";"$3.090"
"1613";"(Ref: 281089)";"Repollo";"Repollo Crespo Unidad";"$990"
"1614";"(Ref: 282676)";"Cebolla";"Cebolla Tubular Malla";"$1.090"
"1615";"(Ref: 282021)";"Ensalada";"Repollo Blanco 300 g";"$1.350"
"1616";"(Ref: 284812)";"Alcachofa";"Alcachofa Argentina Unidad";"$420"
"1617";"(Ref: 458730)";"Rabanos";"Rábano Blanco";"$590"
"1618";"(Ref: 281979)";"Alcachofa";"Alcachofa Francesa";"$590"
"1619";"(Ref: 281110)";"Pimiento";"Pimiento Morron Unidad";"$650"
"1620";"(Ref: 428794)";"Berenjena";"Berenjena negra Unidad";"$680"
"1621";"(Ref: 280727)";"Achicoria";"Achicoria Bolsa";"$690"
"1622";"(Ref: 458733)";"Puerro";"Puerro Granel";"$690"
"1623";"(Ref: 280721)";"Lechuga";"Lechuga Marina";"$750"
"1624";"(Ref: 283258)";"Diente de Dragón";"Diente de Dragón";"$750"
"1625";"(Ref: 543400)";"Lechuga";"Lechuga Española";"$750"
"1626";"(Ref: 281528)";"Zanahoria";"Zanahoria Para Jugo Bolsa";"$790"
"1627";"(Ref: 458731)";"Hierbas";"Hierbas Buena Pote Bandeja";"$790"
"1628";"(Ref: 458736)";"Laurel";"Laurel Bandeja";"$790"
"1629";"(Ref: 458713)";"Alfalfa Brotes";"Alfalfa Brotes Bandeja";"$790"
"1630";"(Ref: 458728)";"Soya Brotes";"Soya Brotes Bandeja";"$850"
"1631";"(Ref: 458727)";"Arvejas Brotes";"Arvejas Brotes Bandeja";"$850"
"1632";"(Ref: 458706)";"Tomillo";"Tomillo Bandeja";"$850"
"1633";"(Ref: 458729)";"Pac Choi";"Pac Choi Mar";"$890"
"1634";"(Ref: 458716)";"Romero";"Romero Linea Gourmet Caja";"$890"
"1635";"(Ref: 458709)";"Orégano";"Orégano Bandeja";"$890"
"1636";"(Ref: 669423)";"Lider";"Salsa Verde Cebolla y Cilantro Pote";"$990"
"1637";"(Ref: 280935)";"Papas";"Papa Topinambur";"$990"
"1638";"(Ref: 622711)";"Brócoli";"Brócoli Florete";"$990"
"1639";"(Ref: 282972)";"Coliflor";"Coliflor Film Unidad";"$990"
"1640";"(Ref: 686743)";"Radicchio";"Radicchio";"$990"
"1641";"(Ref: 639235)";"Lider";"Esparragos";"$1.000"
"1642";"(Ref: 453680)";"Lechuga";"Lechuga Lollo Rosa Hidropónica";"$1.090"
"1643";"(Ref: 477699)";"Lechuga";"Lechuga Trio Hidropónica";"$1.090"
"1644";"(Ref: 472001)";"Lechuga";"Lechuga Bionda Hidropónica Unidad";"$1.090"
"1645";"(Ref: 458719)";"Maíz Mote";"Maíz Mote Bolsa";"$1.090"
"1646";"(Ref: 669408)";"Lider";"Ensalada Siciliana";"$1.150"
"1647";"(Ref: 669405)";"Lider";"Ensalada Repollo Blanco";"$1.150"
"1648";"(Ref: 669396)";"Lider";"Ensalada Napolitana";"$1.150"
"1649";"(Ref: 669402)";"Lider";"Ensalada Repollo Morado";"$1.150"
"1650";"(Ref: 402437)";"Champiñones";"Champiñon Laminado";"$1.190"
"1651";"(Ref: 638854)";"Rabanitos";"Rabanitos Pote";"$1.190"
"1652";"(Ref: 669384)";"Lider";"Ensalada Lechuga Escarola";"$1.190"
"1653";"(Ref: 477979)";"Cebolla";"Cebolla Blanca Malla";"$1.190"
"1654";"(Ref: 469059)";"Cebolla";"Pote Salsa Verde";"$1.190"
"1655";"(Ref: 387231)";"Cilantro";"Cilantro Baby Bandeja";"$1.190"
"1656";"(Ref: 669393)";"Lider";"Ensalada Zanahoria Julia";"$1.190"
"1657";"(Ref: 669390)";"Lider";"Ensalada Toscana";"$1.290"
"1658";"(Ref: 469057)";"Cebolla";"Ensalada Cebolla Cubo Pote 200 g";"$1.290"
"1659";"(Ref: 523097)";"Tomates";"Tomate Regy Cocktail";"$1.290"
"1660";"(Ref: 458722)";"Albahaca";"Albahaca";"$1.290"
"1661";"(Ref: 458726)";"Champiñones";"Champiñones Portobello Bandeja";"$1.350"
"1662";"(Ref: 598021)";"Kale";"Kale Bolsa";"$1.390"
"1663";"(Ref: 319122)";"Ají";"Ají Surtido Bandeja";"$1.450"
"1664";"(Ref: 282094)";"Ensalada";"Ensalada Lechuga Escarola Unidad";"$1.450"
"1665";"(Ref: 284953)";"Chapsui";"Base Wok";"$1.590"
"1666";"(Ref: 534793)";"Zapallo";"Zapallo Spaguetti";"$1.590"
"1667";"(Ref: 694040)";"Papas";"Papas Sazonadas";"$1.590"
"1668";"(Ref: 469058)";"Cebolla";"Cebolla Morada Pluma";"$1.650"
"1669";"(Ref: 669400)";"Ensalada";"Ensalada Espinaca";"$1.650"
"1670";"(Ref: 465961)";"Chapsui";"Chapsui Col";"$1.690"
"1671";"(Ref: 285247)";"Rúcula";"Rúcula Hojas Fresh Cut Pote";"$1.690"
"1672";"(Ref: 357341)";"Chapsui";"Chapsui Wok Mongoliano";"$1.690"
"1673";"(Ref: 28204)";"Tomates";"Tomate Berry Cocktail";"$1.690"
"1674";"(Ref: 536678)";"Ensalada";"Kale Baby";"$1.750"
"1675";"(Ref: 669387)";"Lider";"Ensalada Apio Media Luna";"$1.790"
"1676";"(Ref: 669417)";"Lider";"Ensalada Apio Varitas";"$1.790"
"1677";"(Ref: 386871)";"Ensalada";"Fresh Cut Baby Leaf Caja";"$1.790"
"1678";"(Ref: 281482)";"Zapallo";"Zapallo Entero";"$1.790"
"1679";"(Ref: 280757)";"Zapallo";"Zapallo Árabe";"$1.790"
"1680";"(Ref: 282116)";"Puerro";"Puerro Bolsa";"$1.890"
"1681";"(Ref: 652019)";"Ensalada";"Corazones De Tudela";"$1.890"
"1682";"(Ref: 358783)";"Ensalada";"Ensalada Repollo";"$1.950"
"1683";"(Ref: 284957)";"Chapsui";"Chap sui";"$1.990"
"1684";"(Ref: 281766)";"Aloe Vera";"Aloe Vera Hojas Unidad";"$1.990"
"1685";"(Ref: 281313)";"Apio";"Ensalada Apio Vara";"$1.990"
"1686";"(Ref: 280687)";"Bruselas";"Bruselas Malla";"$1.990"
"1687";"(Ref: 481515)";"Papas";"Papa Baby Bolsa";"$1.990"
"1688";"(Ref: 283226)";"Chapsui";"Chapsui Especial";"$1.990"
"1689";"(Ref: 392071)";"Espinaca";"Espinaca Baby Fresh Cut Caja";"$1.990"
"1690";"(Ref: 280728)";"Chalotas";"Chalotas Malla";"$2.090"
"1691";"(Ref: 640225)";"Ensalada";"Mix Baby, Roble Y Kale";"$2.090"
"1692";"(Ref: 281684)";"Apio";"Ensalada Apio Juliana";"$2.090"
"1693";"(Ref: 654210)";"Ensalada";"Mix Surtido";"$2.090"
"1694";"(Ref: 289812)";"Rúcula";"Rúcula Baby Pote";"$2.090"
"1695";"(Ref: 284834)";"Ajo";"Ajo Malla";"$2.090"
"1696";"(Ref: 283874)";"Ensalada";"Ensalada Italiana Bolsa";"$2.090"
"1697";"(Ref: 283910)";"Ensalada";"Ensalada Repollo Zanahoria";"$2.150"
"1698";"(Ref: 284497)";"Ensalada";"Apio Media Luna Bolsa";"$2.150"
"1699";"(Ref: 284062)";"Ensalada";"Ensalada Lechuga";"$2.250"
"1700";"(Ref: 458691)";"Champiñones";"Champiñon Shitake";"$2.290"
"1701";"(Ref: 284014)";"Ensalada";"Ensalada Toscana Bolsa";"$2.350"
"1702";"(Ref: 471953)";"Ají";"Ají Rocoto Bandeja";"$2.390"
"1703";"(Ref: 299280)";"Ají";"Ají Naranjo Bandeja 200 g";"$2.390"
"1704";"(Ref: 311313)";"Ensalada";"Ensalada Summer mix Caja";"$2.450"
"1705";"(Ref: 311838)";"Ensalada";"Ensalada Spring mix Caja";"$2.450"
"1706";"(Ref: 283872)";"Cochayuyo";"Cochayuyo Bolsa";"$2.590"
"1707";"(Ref: 428789)";"Tomates";"Fresh Cut Tomate Cocktail Caja";"$2.590"
"1708";"(Ref: 281504)";"Champiñones";"Champiñones Portobello Royal";"$2.590"
"1709";"(Ref: 375482)";"Tomates";"Tomate Triple Tasty Cocktail";"$2.690"
"1710";"(Ref: 390630)";"Espinaca";"Espinaca Baby Pote";"$2.750"
"1711";"(Ref: 281852)";"Apio";"Apio Mini Varitas Dole Bolsa";"$2.750"
"1712";"(Ref: 283344)";"Endibia";"Endibia Bandeja";"$3.190"
"1713";"(Ref: 610899)";"Ajo";"Ajo Negro Unidad";"$3.990"
"1714";"(Ref: 348624)";"Coctel Dole";"Coctel Dole Bandeja";"$4.350"
"1715";"(Ref: 259645)";"Minuto Verde";"Pasta de Choclo Bolsa";"$3.190"
"1716";"(Ref: 315209)";"Great Value";"Pizza Pepperoni Caja";"$4.490"
"1717";"(Ref: 385234)";"Frutos del Maipo";"Charquicán Bolsa";"$2.490"
"1718";"(Ref: 315210)";"Great Value";"Pizza 3 Carnes";"$4.490"
"1719";"(Ref: 645067)";"Great Value";"Pizza Meatball Marinara";"$3.490"
"1720";"(Ref: 284982)";"Frutos del Maipo";"Pasta de Choclo Congelado Bolsa";"$3.190"
"1721";"(Ref: 249002)";"Frutos del Maipo";"Porotos Granados Congelados 100% Natural Bolsa";"$2.290"
"1722";"(Ref: 248986)";"Frutos del Maipo";"Porotos con Mazamorra Bolsa";"$3.990"
"1723";"(Ref: 259707)";"Minuto Verde";"Mix Porotos Granados Congelados Bolsa";"$2.190"
"1724";"(Ref: 315211)";"Great Value";"Pizza Supreme Caja";"$4.490"
"1725";"(Ref: 645066)";"Great Value";"Pizza Barbecue Bacon Cheeseburger";"$4.490"
"1726";"(Ref: 248985)";"Frutos del Maipo";"Tortilla de Papas Caja";"$1.790"
"1727";"(Ref: 641204)";"Receta del Abuelo";"Pizza Supreme Caja";"$3.490"
"1728";"(Ref: 656775)";"Sadia";"Lasagna a la Bolognese";"$4.190"
"1729";"(Ref: 248984)";"Frutos del Maipo";"Congelado Carbonada con Carne y Verduras Bolsa";"$3.690"
"1730";"(Ref: 314804)";"Great Value";"Pizza 4 Quesos Caja";"$3.490"
"1731";"(Ref: 647092)";"La Crianza";"Pizza Mediterránea";"$5.190"
"1732";"(Ref: 286583)";"La Picha";"Mix de Empanadas Cocktail 20 Un de 38 g c/u) Caja";"$6.790"
"1733";"(Ref: 641212)";"Receta del Abuelo";"Lasagna Boloñesa con Bechamel Caja";"$1.590"
"1734";"(Ref: 641217)";"PF Listo";"Pizza Jamón Queso individual";"$1.590"
"1735";"(Ref: 641216)";"PF Listo";"Pizza Pepperoni individual";"$1.590"
"1736";"(Ref: 641207)";"Receta del Abuelo";"Pizza Pollo BBG Caja";"$3.490"
"1737";"(Ref: 641218)";"PF Listo";"Pizza Vegetariana individual";"$1.590"
"1738";"(Ref: 625523)";"La Crianza";"Empanadas Mechada Queso";"$5.090"
"1739";"(Ref: 259630)";"Minuto Verde";"Mix para Carbonada Bolsa";"$1.690"
"1740";"(Ref: 249005)";"La Crianza";"Pizzetas a la Piedra Mediterránea Caja";"$5.990"
"1741";"(Ref: 629393)";"Lider";"Empanada Jamón Queso";"$3.650"
"1742";"(Ref: 656773)";"Sadia";"Lasagna Quesos";"$4.190"
"1743";"(Ref: 629394)";"Lider";"Empanada Espinaca Queso";"$3.650"
"1744";"(Ref: 641214)";"Receta del Abuelo";"Lasagna Vegetal con Bechamel";"$1.590"
"1745";"(Ref: 641213)";"Receta del Abuelo";"Moussaka Lasagna de Berenjena Caja";"$1.590"
"1746";"(Ref: 633507)";"Lider";"Empanadas Queso";"$1.790"
"1747";"(Ref: 277744)";"La Picha";"Pizzetas Jamón - Queso Caja";"$6.990"
"1748";"(Ref: 672733)";"Chef";"Gnocchi";"$1.290"
"1749";"(Ref: 662015)";"Frutos del Maipo";"Choclo Mantequilla Merkén";"$1.490"
"1750";"(Ref: 662017)";"Frutos del Maipo";"Choclo Mantequilla Ciboulette";"$1.490"
"1751";"(Ref: 662014)";"Frutos Maipo";"Choclo Mantequilla";"$1.490"
"1752";"(Ref: 654612)";"Great Value";"Macaroni con Queso";"$1.790"
"1753";"(Ref: 654611)";"Great Value";"Penne con Pollo";"$1.790"
"1754";"(Ref: 654613)";"Great Value";"Macaroni Carne";"$1.790"
"1755";"(Ref: 264271)";"Soprole";"Postre Manjarate Sabor Manjar Pote";"$490"
"1756";"(Ref: 514800)";"Regimel";"Pack Jaleas Frambuesa";"$1.320"
"1757";"(Ref: 309290)";"Chandelle ";"Postre Chandelle Crema de Chocolate Pote";"$510"
"1758";"(Ref: 471988)";"Lider";"Empanadas Cóctel Queso (12 Un)";"$2.590"
"1759";"(Ref: 634010)";"Soprole";"Arroz con Leche";"$540"
"1760";"(Ref: 309789)";"Chandelle ";"Postre Chandelle Crema de Manjar Pote";"$331"
"1761";"(Ref: 560849)";"Lider";"Masa Pascualina para Horno";"$2.090"
"1762";"(Ref: 594251)";"Ambrosoli";"Jalea Sabor Frambuesa Pouch";"$340"
"1763";"(Ref: 634013)";"Soprole";"Sémola Salsa de Caramelo";"$470"
"1764";"(Ref: 242999)";"Colun";"Flan Vainilla Pote";"$250"
"1765";"(Ref: 243054)";"Colun";"Jalea Sabor Guinda Pote";"$175"
"1766";"(Ref: 392851)";"Soprole";"Leche Asada";"$450"
"1767";"(Ref: 544092)";"Rana";"Girasoli Ricotta y Espinacas Bolsa";"$2.990"
"1768";"(Ref: 634026)";"Soprole";"Postre Gold Volcán Chocolate";"$490"
"1769";"(Ref: 457979)";"Lider";"Empanadas de Cocktail Carne Bolsa";"$2.390"
"1770";"(Ref: 606006)";"Soprole";"Manjarate Bicapa Siento2";"$490"
"1771";"(Ref: 544094)";"Rana";"Ravioli 4 Quesos Bolsa";"$2.990"
"1772";"(Ref: 514801)";"Regimel";"Pack Jaleas Lima- Limón Pote";"$1.320"
"1773";"(Ref: 242976)";"Colun";"Flan Manjar Pote";"$250"
"1774";"(Ref: 264438)";"Soprole";"Flan Sabor Vainilla";"$270"
"1775";"(Ref: 594254)";"Ambrosoli";"Jalea Sabor Piña Pouch";"$340"
"1776";"(Ref: 640399)";"Rana";"Gnocchi de Papa";"$1.990"
"1777";"(Ref: 637313)";"Lider";"Pack Empanada Coctel AceItuna Queso";"$2.390"
"1778";"(Ref: 634018)";"Soprole";"Postre Gold Pannacotta Frambuesa";"$490"
"1779";"(Ref: 606007)";"Regimel";"Pack 4 Jaleas Sabor Maracuyá";"$1.320"
"1780";"(Ref: 434327)";"Valle del Norte";"Aceitunas Negras Dehuesada Pote";"$1.190"
"1781";"(Ref: 634021)";"Soprole";"Postre Gold Creme Caramel";"$490"
"1782";"(Ref: 243085)";"Colun";"Jalea Sabor Frambuesa Pote";"$175"
